,Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag,Out of Stock,Buffer Stock
93,9/29/2013,C,Footwear Mens,17295,2,3,History,0,6
94,10/06/2013,C,Footwear Mens,17295,3,2,History,0,4
95,10/13/2013,C,Footwear Mens,17295,2,1,History,0,4
96,10/20/2013,C,Footwear Mens,17295,1,1,History,0,6
97,10/27/2013,C,Footwear Mens,17295,6,2,History,0,8
98,11/03/2013,C,Footwear Mens,17295,1,3,History,0,4
99,11/10/2013,C,Footwear Mens,17295,2,1,History,0,10
100,11/17/2013,C,Footwear Mens,17295,3,4,History,0,20
101,11/24/2013,C,Footwear Mens,17295,8,8,History,0,10
102,12/01/2013,C,Footwear Mens,17295,4,4,History,0,6
103,12/08/2013,C,Footwear Mens,17295,1,2,History,1,4
104,12/15/2013,C,Footwear Mens,17295,0,1,History,0,6
105,12/22/2013,C,Footwear Mens,17295,4,2,History,0,4
106,12/29/2013,C,Footwear Mens,17295,1,1,History,0,6
107,01/05/2014,C,Footwear Mens,17295,0,2,History,1,10
108,01/12/2014,C,Footwear Mens,17295,2,4,History,0,1
109,1/19/2014,C,Footwear Mens,17295,1,0,History,0,1
110,1/26/2014,C,Footwear Mens,17295,1,0,History,0,10
111,02/02/2014,C,Footwear Mens,17295,1,4,History,0,6
112,02/09/2014,C,Footwear Mens,17295,4,2,History,0,4
113,2/16/2014,C,Footwear Mens,17295,3,1,History,0,10
114,2/23/2014,C,Footwear Mens,17295,1,4,History,0,4
115,03/02/2014,C,Footwear Mens,17295,0,1,History,1,4
116,03/09/2014,C,Footwear Mens,17295,2,1,History,0,1
117,3/16/2014,C,Footwear Mens,17295,1,0,History,0,1
118,3/23/2014,C,Footwear Mens,17295,0,0,History,0,6
119,3/30/2014,C,Footwear Mens,17295,5,2,History,0,6
120,04/06/2014,C,Footwear Mens,17295,1,2,History,0,10
121,4/13/2014,C,Footwear Mens,17295,4,4,History,0,10
122,4/20/2014,C,Footwear Mens,17295,2,4,History,0,8
123,4/27/2014,C,Footwear Mens,17295,2,3,History,0,10
124,05/04/2014,C,Footwear Mens,17295,1,4,History,0,1
125,05/11/2014,C,Footwear Mens,17295,0,0,History,1,4
126,5/18/2014,C,Footwear Mens,17295,0,1,History,0,1
127,5/25/2014,C,Footwear Mens,17295,0,0,History,0,1
128,06/01/2014,C,Footwear Mens,17295,1,0,History,0,1
129,06/08/2014,C,Footwear Mens,17295,1,0,History,0,6
130,6/15/2014,C,Footwear Mens,17295,2,2,History,0,4
131,6/22/2014,C,Footwear Mens,17295,1,1,History,0,6
132,6/29/2014,C,Footwear Mens,17295,1,2,History,0,4
133,07/06/2014,C,Footwear Mens,17295,0,1,History,1,1
134,7/13/2014,C,Footwear Mens,17295,0,0,History,0,1
135,7/20/2014,C,Footwear Mens,17295,1,0,History,0,4
136,7/27/2014,C,Footwear Mens,17295,0,1,History,0,1
137,08/03/2014,C,Footwear Mens,17295,0,0,History,0,1
138,08/10/2014,C,Footwear Mens,17295,0,0,History,0,1
139,8/17/2014,C,Footwear Mens,17295,0,0,History,0,4
140,8/24/2014,C,Footwear Mens,17295,1,1,History,0,1
141,8/31/2014,C,Footwear Mens,17295,1,0,History,0,4
142,09/07/2014,C,Footwear Mens,17295,0,1,History,1,1
143,9/14/2014,C,Footwear Mens,17295,0,0,History,0,1
144,9/21/2014,C,Footwear Mens,17295,0,0,History,0,1
145,9/28/2014,C,Footwear Mens,17295,0,0,History,0,4
146,10/05/2014,C,Footwear Mens,17295,1,1,History,0,4
147,10/12/2014,C,Footwear Mens,17295,0,1,History,0,1
148,10/19/2014,C,Footwear Mens,17295,0,0,History,0,6
149,10/26/2014,C,Footwear Mens,17295,0,2,History,0,1
150,11/02/2014,C,Footwear Mens,17295,2,0,History,0,6
151,11/09/2014,C,Footwear Mens,17295,1,2,History,0,1
152,11/16/2014,C,Footwear Mens,17295,0,0,History,0,13
153,11/23/2014,C,Footwear Mens,17295,5,5,History,0,4
154,11/30/2014,C,Footwear Mens,17295,1,1,History,0,4
155,12/07/2014,C,Footwear Mens,17295,2,1,History,0,1
156,12/14/2014,C,Footwear Mens,17295,1,0,History,0,8
157,12/21/2014,C,Footwear Mens,17295,1,3,History,0,1
158,12/28/2014,C,Footwear Mens,17295,0,0,History,1,1
159,01/04/2015,C,Footwear Mens,17295,1,0,History,0,6
160,01/11/2015,C,Footwear Mens,17295,4,2,History,0,6
161,1/18/2015,C,Footwear Mens,17295,0,2,History,0,4
162,1/25/2015,C,Footwear Mens,17295,0,1,History,0,10
163,02/01/2015,C,Footwear Mens,17295,7,4,History,0,13
164,02/08/2015,C,Footwear Mens,17295,3,5,History,0,8
165,2/15/2015,C,Footwear Mens,17295,1,3,History,1,8
166,2/22/2015,C,Footwear Mens,17295,5,3,History,0,8
167,03/01/2015,C,Footwear Mens,17295,4,3,History,0,8
168,03/08/2015,C,Footwear Mens,17295,2,3,History,0,6
169,3/15/2015,C,Footwear Mens,17295,0,2,History,1,4
170,3/22/2015,C,Footwear Mens,17295,0,1,History,0,6
171,3/29/2015,C,Footwear Mens,17295,0,2,History,0,1
172,04/05/2015,C,Footwear Mens,17295,0,0,History,0,8
173,04/12/2015,C,Footwear Mens,17295,0,3,History,0,4
174,4/19/2015,C,Footwear Mens,17295,0,1,History,0,1
175,4/26/2015,C,Footwear Mens,17295,1,0,History,0,4
176,05/03/2015,C,Footwear Mens,17295,0,1,History,0,1
177,05/10/2015,C,Footwear Mens,17295,0,0,History,0,1
178,5/17/2015,C,Footwear Mens,17295,0,0,History,0,1
179,5/24/2015,C,Footwear Mens,17295,0,0,History,1,1
180,5/31/2015,C,Footwear Mens,17295,Not Available,0,Forecast,no answer,0
181,06/07/2015,C,Footwear Mens,17295,Not Available,1,Forecast,no answer,0
182,6/14/2015,C,Footwear Mens,17295,Not Available,0,Forecast,no answer,0
183,6/21/2015,C,Footwear Mens,17295,Not Available,2,Forecast,no answer,0
184,6/28/2015,C,Footwear Mens,17295,Not Available,3,Forecast,no answer,0
185,07/05/2015,C,Footwear Mens,17295,Not Available,2,Forecast,no answer,0
186,07/12/2015,C,Footwear Mens,17295,Not Available,4,Forecast,no answer,0
187,7/19/2015,C,Footwear Mens,17295,Not Available,3,Forecast,no answer,0
188,7/26/2015,C,Footwear Mens,17295,Not Available,2,Forecast,no answer,0
189,7/28/2013,A,Footwear Mens,17298,0,0,History,0,1
190,08/04/2013,A,Footwear Mens,17298,0,0,History,0,1
191,08/11/2013,A,Footwear Mens,17298,0,0,History,0,1
192,8/18/2013,A,Footwear Mens,17298,0,0,History,0,1
193,8/25/2013,A,Footwear Mens,17298,0,0,History,0,1
194,09/01/2013,A,Footwear Mens,17298,0,0,History,0,1
195,09/08/2013,A,Footwear Mens,17298,0,0,History,0,1
196,9/15/2013,A,Footwear Mens,17298,0,0,History,0,3
197,9/22/2013,A,Footwear Mens,17298,0,1,History,0,3
198,9/29/2013,A,Footwear Mens,17298,0,1,History,0,3
199,10/06/2013,A,Footwear Mens,17298,0,1,History,0,1
200,10/13/2013,A,Footwear Mens,17298,0,0,History,0,1
201,10/20/2013,A,Footwear Mens,17298,0,0,History,0,1
202,10/27/2013,A,Footwear Mens,17298,0,0,History,0,1
203,11/03/2013,A,Footwear Mens,17298,0,0,History,0,3
204,11/10/2013,A,Footwear Mens,17298,0,1,History,0,1
205,11/17/2013,A,Footwear Mens,17298,0,0,History,0,1
206,11/24/2013,A,Footwear Mens,17298,0,0,History,0,1
207,12/01/2013,A,Footwear Mens,17298,0,0,History,0,1
208,12/08/2013,A,Footwear Mens,17298,0,0,History,0,1
209,12/15/2013,A,Footwear Mens,17298,0,0,History,0,1
210,12/22/2013,A,Footwear Mens,17298,0,0,History,0,1
211,12/29/2013,A,Footwear Mens,17298,0,0,History,0,1
212,01/05/2014,A,Footwear Mens,17298,0,0,History,0,1
213,01/12/2014,A,Footwear Mens,17298,0,0,History,0,1
214,1/19/2014,A,Footwear Mens,17298,0,0,History,0,3
215,1/26/2014,A,Footwear Mens,17298,0,1,History,0,1
216,02/02/2014,A,Footwear Mens,17298,0,0,History,0,1
217,02/09/2014,A,Footwear Mens,17298,0,0,History,0,1
218,2/16/2014,A,Footwear Mens,17298,0,0,History,0,1
219,2/23/2014,A,Footwear Mens,17298,0,0,History,0,1
220,03/02/2014,A,Footwear Mens,17298,0,0,History,0,1
221,03/09/2014,A,Footwear Mens,17298,0,0,History,0,1
222,3/16/2014,A,Footwear Mens,17298,0,0,History,0,1
223,3/23/2014,A,Footwear Mens,17298,0,0,History,0,1
224,3/30/2014,A,Footwear Mens,17298,0,0,History,0,1
225,04/06/2014,A,Footwear Mens,17298,0,0,History,0,1
226,4/13/2014,A,Footwear Mens,17298,0,0,History,0,1
227,4/20/2014,A,Footwear Mens,17298,0,0,History,0,1
228,4/27/2014,A,Footwear Mens,17298,0,0,History,0,1
229,05/04/2014,A,Footwear Mens,17298,0,0,History,0,1
230,05/11/2014,A,Footwear Mens,17298,0,0,History,0,1
231,5/18/2014,A,Footwear Mens,17298,0,0,History,0,1
232,5/25/2014,A,Footwear Mens,17298,0,0,History,0,1
233,06/01/2014,A,Footwear Mens,17298,0,0,History,0,1
234,06/08/2014,A,Footwear Mens,17298,0,0,History,0,1
235,6/15/2014,A,Footwear Mens,17298,0,0,History,0,1
236,6/22/2014,A,Footwear Mens,17298,0,0,History,0,1
237,6/29/2014,A,Footwear Mens,17298,0,0,History,0,1
238,07/06/2014,A,Footwear Mens,17298,0,0,History,0,1
239,7/13/2014,A,Footwear Mens,17298,0,0,History,0,1
240,7/20/2014,A,Footwear Mens,17298,0,0,History,0,1
241,7/27/2014,A,Footwear Mens,17298,0,0,History,0,1
242,08/03/2014,A,Footwear Mens,17298,0,0,History,0,1
243,08/10/2014,A,Footwear Mens,17298,0,0,History,0,1
244,8/17/2014,A,Footwear Mens,17298,0,0,History,0,1
245,8/24/2014,A,Footwear Mens,17298,0,0,History,0,1
246,8/31/2014,A,Footwear Mens,17298,0,0,History,0,1
247,09/07/2014,A,Footwear Mens,17298,0,0,History,0,1
248,9/14/2014,A,Footwear Mens,17298,0,0,History,0,3
249,9/21/2014,A,Footwear Mens,17298,2,1,History,0,5
250,9/28/2014,A,Footwear Mens,17298,5,3,History,0,8
251,10/05/2014,A,Footwear Mens,17298,6,5,History,0,6
252,10/12/2014,A,Footwear Mens,17298,4,4,History,0,5
253,10/19/2014,A,Footwear Mens,17298,3,3,History,0,4
254,10/26/2014,A,Footwear Mens,17298,1,2,History,1,3
255,11/02/2014,A,Footwear Mens,17298,1,1,History,0,4
256,11/09/2014,A,Footwear Mens,17298,3,2,History,0,5
257,11/16/2014,A,Footwear Mens,17298,3,3,History,0,4
258,11/23/2014,A,Footwear Mens,17298,1,2,History,0,3
259,11/30/2014,A,Footwear Mens,17298,0,1,History,1,3
260,12/07/2014,A,Footwear Mens,17298,1,1,History,0,3
261,12/14/2014,A,Footwear Mens,17298,0,1,History,0,1
262,12/21/2014,A,Footwear Mens,17298,0,0,History,0,3
263,12/28/2014,A,Footwear Mens,17298,0,1,History,0,3
264,01/04/2015,A,Footwear Mens,17298,1,1,History,0,3
265,01/11/2015,A,Footwear Mens,17298,1,1,History,0,3
266,1/18/2015,A,Footwear Mens,17298,0,1,History,1,1
267,1/25/2015,A,Footwear Mens,17298,1,0,History,0,3
268,02/01/2015,A,Footwear Mens,17298,0,1,History,0,1
269,02/08/2015,A,Footwear Mens,17298,0,0,History,0,1
270,2/15/2015,A,Footwear Mens,17298,0,0,History,0,1
271,2/22/2015,A,Footwear Mens,17298,0,0,History,0,1
272,03/01/2015,A,Footwear Mens,17298,0,0,History,0,3
273,03/08/2015,A,Footwear Mens,17298,1,1,History,0,3
274,3/15/2015,A,Footwear Mens,17298,0,1,History,0,1
275,3/22/2015,A,Footwear Mens,17298,0,0,History,0,1
276,3/29/2015,A,Footwear Mens,17298,0,0,History,0,1
277,04/05/2015,A,Footwear Mens,17298,0,0,History,0,1
278,04/12/2015,A,Footwear Mens,17298,0,0,History,0,3
279,4/19/2015,A,Footwear Mens,17298,1,1,History,0,3
280,4/26/2015,A,Footwear Mens,17298,2,1,History,0,3
281,05/03/2015,A,Footwear Mens,17298,0,1,History,1,1
282,05/10/2015,A,Footwear Mens,17298,0,0,History,0,1
283,5/17/2015,A,Footwear Mens,17298,0,0,History,0,1
284,5/24/2015,A,Footwear Mens,17298,0,0,History,1,1
285,5/31/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
286,06/07/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
287,6/14/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
288,6/21/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
289,6/28/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
290,07/05/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
291,07/12/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
292,7/19/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
293,7/26/2015,A,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
294,9/21/2014,B,Footwear Mens,17298,1,1,History,0,2
295,9/28/2014,B,Footwear Mens,17298,10,10,History,0,1
296,10/05/2014,B,Footwear Mens,17298,2,2,History,0,2
297,10/12/2014,B,Footwear Mens,17298,4,4,History,0,1
298,10/19/2014,B,Footwear Mens,17298,1,1,History,0,2
299,10/26/2014,B,Footwear Mens,17298,4,4,History,0,2
300,11/02/2014,B,Footwear Mens,17298,4,4,History,0,1
301,11/09/2014,B,Footwear Mens,17298,1,2,History,1,1
302,11/16/2014,B,Footwear Mens,17298,1,1,History,0,2
303,11/23/2014,B,Footwear Mens,17298,5,5,History,0,2
304,11/30/2014,B,Footwear Mens,17298,3,3,History,0,1
305,12/07/2014,B,Footwear Mens,17298,0,0,History,1,2
306,12/14/2014,B,Footwear Mens,17298,1,3,History,0,1
307,12/21/2014,B,Footwear Mens,17298,1,2,History,0,1
308,12/28/2014,B,Footwear Mens,17298,0,0,History,0,1
309,01/04/2015,B,Footwear Mens,17298,2,0,History,0,2
310,01/11/2015,B,Footwear Mens,17298,1,4,History,0,1
311,1/18/2015,B,Footwear Mens,17298,1,1,History,0,1
312,1/25/2015,B,Footwear Mens,17298,2,0,History,0,1
313,02/01/2015,B,Footwear Mens,17298,2,1,History,0,1
314,02/08/2015,B,Footwear Mens,17298,1,2,History,0,1
315,2/15/2015,B,Footwear Mens,17298,0,0,History,1,1
316,2/22/2015,B,Footwear Mens,17298,0,1,History,0,1
317,03/01/2015,B,Footwear Mens,17298,0,1,History,0,1
318,03/08/2015,B,Footwear Mens,17298,0,1,History,0,1
319,3/15/2015,B,Footwear Mens,17298,0,0,History,0,1
320,3/22/2015,B,Footwear Mens,17298,0,0,History,0,1
321,3/29/2015,B,Footwear Mens,17298,0,0,History,0,1
322,04/05/2015,B,Footwear Mens,17298,1,0,History,0,1
323,04/12/2015,B,Footwear Mens,17298,1,0,History,0,1
324,4/19/2015,B,Footwear Mens,17298,0,1,History,0,1
325,4/26/2015,B,Footwear Mens,17298,2,1,History,0,1
326,05/03/2015,B,Footwear Mens,17298,4,1,History,0,1
327,05/10/2015,B,Footwear Mens,17298,0,2,History,1,1
328,5/17/2015,B,Footwear Mens,17298,1,1,History,0,1
329,5/24/2015,B,Footwear Mens,17298,3,2,History,0,1
330,5/31/2015,B,Footwear Mens,17298,Not Available,2,Forecast,no answer,0
331,06/07/2015,B,Footwear Mens,17298,Not Available,1,Forecast,no answer,0
332,6/14/2015,B,Footwear Mens,17298,Not Available,2,Forecast,no answer,0
333,6/21/2015,B,Footwear Mens,17298,Not Available,4,Forecast,no answer,0
334,6/28/2015,B,Footwear Mens,17298,Not Available,0,Forecast,no answer,0
335,07/05/2015,B,Footwear Mens,17298,Not Available,1,Forecast,no answer,0
336,07/12/2015,B,Footwear Mens,17298,Not Available,3,Forecast,no answer,0
337,7/19/2015,B,Footwear Mens,17298,Not Available,2,Forecast,no answer,0
338,7/26/2015,B,Footwear Mens,17298,Not Available,1,Forecast,no answer,0
339,7/28/2013,C,Footwear Mens,17298,1,0,History,0,1
340,08/04/2013,C,Footwear Mens,17298,0,0,History,0,4
341,08/11/2013,C,Footwear Mens,17298,3,2,History,0,1
342,8/18/2013,C,Footwear Mens,17298,1,0,History,0,4
343,8/25/2013,C,Footwear Mens,17298,2,2,History,0,1
344,09/01/2013,C,Footwear Mens,17298,1,0,History,0,3
345,09/08/2013,C,Footwear Mens,17298,0,1,History,1,3
346,9/15/2013,C,Footwear Mens,17298,2,1,History,0,1
347,9/22/2013,C,Footwear Mens,17298,2,0,History,0,7
348,9/29/2013,C,Footwear Mens,17298,1,4,History,1,1
349,10/06/2013,C,Footwear Mens,17298,1,0,History,0,3
350,10/13/2013,C,Footwear Mens,17298,3,1,History,0,4
351,10/20/2013,C,Footwear Mens,17298,2,2,History,0,3
352,10/27/2013,C,Footwear Mens,17298,2,1,History,0,4
353,11/03/2013,C,Footwear Mens,17298,2,2,History,0,3
354,11/10/2013,C,Footwear Mens,17298,1,1,History,1,5
355,11/17/2013,C,Footwear Mens,17298,1,3,History,0,1
356,11/24/2013,C,Footwear Mens,17298,2,0,History,0,4
357,12/01/2013,C,Footwear Mens,17298,1,2,History,0,4
358,12/08/2013,C,Footwear Mens,17298,2,2,History,0,1
359,12/15/2013,C,Footwear Mens,17298,0,0,History,0,3
360,12/22/2013,C,Footwear Mens,17298,2,1,History,0,1
361,12/29/2013,C,Footwear Mens,17298,1,0,History,0,5
362,01/05/2014,C,Footwear Mens,17298,3,3,History,0,3
363,01/12/2014,C,Footwear Mens,17298,2,1,History,0,7
364,1/19/2014,C,Footwear Mens,17298,4,4,History,0,5
365,1/26/2014,C,Footwear Mens,17298,3,3,History,0,8
366,02/02/2014,C,Footwear Mens,17298,2,5,History,0,4
367,02/09/2014,C,Footwear Mens,17298,1,2,History,0,4
368,2/16/2014,C,Footwear Mens,17298,4,2,History,0,4
369,2/23/2014,C,Footwear Mens,17298,3,2,History,0,3
370,03/02/2014,C,Footwear Mens,17298,0,1,History,1,1
371,03/09/2014,C,Footwear Mens,17298,0,0,History,1,1
372,3/16/2014,C,Footwear Mens,17298,1,0,History,0,3
373,3/23/2014,C,Footwear Mens,17298,2,1,History,0,4
374,3/30/2014,C,Footwear Mens,17298,2,2,History,0,3
375,04/06/2014,C,Footwear Mens,17298,1,1,History,1,5
376,4/13/2014,C,Footwear Mens,17298,2,3,History,0,5
377,4/20/2014,C,Footwear Mens,17298,2,3,History,0,4
378,4/27/2014,C,Footwear Mens,17298,2,2,History,0,5
379,05/04/2014,C,Footwear Mens,17298,1,3,History,0,1
380,05/11/2014,C,Footwear Mens,17298,0,0,History,1,3
381,5/18/2014,C,Footwear Mens,17298,1,1,History,0,1
382,5/25/2014,C,Footwear Mens,17298,0,0,History,0,5
383,06/01/2014,C,Footwear Mens,17298,2,3,History,0,3
384,06/08/2014,C,Footwear Mens,17298,1,1,History,0,3
385,6/15/2014,C,Footwear Mens,17298,2,1,History,0,4
386,6/22/2014,C,Footwear Mens,17298,2,2,History,0,1
387,6/29/2014,C,Footwear Mens,17298,1,0,History,0,3
388,07/06/2014,C,Footwear Mens,17298,0,1,History,1,3
389,7/13/2014,C,Footwear Mens,17298,2,1,History,0,4
390,7/20/2014,C,Footwear Mens,17298,2,2,History,0,4
391,7/27/2014,C,Footwear Mens,17298,1,2,History,1,3
392,08/03/2014,C,Footwear Mens,17298,1,1,History,0,3
393,08/10/2014,C,Footwear Mens,17298,0,1,History,1,1
394,8/17/2014,C,Footwear Mens,17298,0,0,History,0,1
395,8/24/2014,C,Footwear Mens,17298,0,0,History,0,3
396,8/31/2014,C,Footwear Mens,17298,0,1,History,0,1
397,09/07/2014,C,Footwear Mens,17298,1,0,History,0,3
398,9/14/2014,C,Footwear Mens,17298,1,1,History,0,4
399,9/21/2014,C,Footwear Mens,17298,0,2,History,1,1
400,9/28/2014,C,Footwear Mens,17298,0,0,History,0,1
401,10/05/2014,C,Footwear Mens,17298,0,0,History,0,3
402,10/12/2014,C,Footwear Mens,17298,0,1,History,0,1
403,10/19/2014,C,Footwear Mens,17298,0,0,History,0,3
404,10/26/2014,C,Footwear Mens,17298,0,1,History,0,3
405,11/02/2014,C,Footwear Mens,17298,1,1,History,0,1
406,11/09/2014,C,Footwear Mens,17298,0,0,History,0,3
407,11/16/2014,C,Footwear Mens,17298,3,1,History,0,3
408,11/23/2014,C,Footwear Mens,17298,0,1,History,0,1
409,11/30/2014,C,Footwear Mens,17298,1,0,History,0,3
410,12/07/2014,C,Footwear Mens,17298,1,1,History,0,4
411,12/14/2014,C,Footwear Mens,17298,2,2,History,0,3
412,12/21/2014,C,Footwear Mens,17298,0,1,History,1,3
413,12/28/2014,C,Footwear Mens,17298,1,1,History,0,3
414,01/04/2015,C,Footwear Mens,17298,0,1,History,0,1
415,01/11/2015,C,Footwear Mens,17298,0,0,History,0,3
416,1/18/2015,C,Footwear Mens,17298,1,1,History,0,4
417,1/25/2015,C,Footwear Mens,17298,3,2,History,0,9
418,02/01/2015,C,Footwear Mens,17298,9,6,History,0,9
419,02/08/2015,C,Footwear Mens,17298,7,6,History,0,13
420,2/15/2015,C,Footwear Mens,17298,8,9,History,0,4
421,2/22/2015,C,Footwear Mens,17298,0,2,History,1,1
422,03/01/2015,C,Footwear Mens,17298,1,0,History,0,1
